channel_index,channel_name,mean,std,p50,p95,p99
0,Fx,-2.2900235115230894,2.9504720262204573,-0.1489231064915657,0.031603693217039104,0.45781369388103255
1,Fy,-0.41793583260491385,1.009776789470628,-0.06302818655967712,0.7761925190687178,1.4330328011512747
2,Fz,-14.706253169037346,16.88830422048181,-1.3221250772476196,-0.05942204557359236,0.0030444479733702594
3,Mx,6.663283154975278,8.377958579799184,0.5497972071170807,20.97774467468262,26.78698921203613
4,My,-0.9062672406974043,5.181253838038549,0.07247350364923477,5.899377584457393,10.57676342964171
5,Mz,-1.0095499457472925,1.6628279103792947,-0.08192575722932816,0.23099271282553596,1.3330471932888013
